id,name,category,value,price,status,created_at
30000,Product_0_3,sports,716.896845233104,427.480145834205,active,2024-03-09
30001,Product_1_3,clothing,589.6477534208291,262.31929805995105,pending,2024-05-26
30002,Product_2_3,home,769.9096005727797,139.16479068856344,active,2024-05-05
30003,Product_3_3,sports,501.9247817023041,234.93072009152183,inactive,2024-03-10
30004,Product_4_3,home,380.4166472247711,204.0356731076575,pending,2024-07-14
30005,Product_5_3,home,990.3925906949543,257.01477318863454,pending,2024-06-05
30006,Product_6_3,clothing,7.123993020989836,40.11106240639093,pending,2024-02-03
30007,Product_7_3,clothing,44.27591620519878,216.01313941600972,inactive,2024-08-06
30008,Product_8_3,books,230.56262428906555,465.916690589978,archived,2024-10-11
30009,Product_9_3,clothing,646.4203651778035,440.46127908330277,archived,2024-07-23
30010,Product_10_3,home,475.75095087345215,166.08061666325509,pending,2024-10-11
30011,Product_11_3,clothing,591.8889020896364,171.30268800885796,active,2024-10-15
30012,Product_12_3,sports,342.01663654554255,305.9686707490557,active,2024-09-04
30013,Product_13_3,sports,126.80906008763783,295.2251362729832,archived,2024-09-14
30014,Product_14_3,electronics,202.8229739181888,484.26813944955444,archived,2024-05-01
30015,Product_15_3,books,116.16479252242014,453.9494655222754,pending,2024-06-28
30016,Product_16_3,clothing,239.32033559193943,460.67202398975456,active,2024-01-10
30017,Product_17_3,home,576.8410189182822,306.2433595783579,archived,2024-02-04
30018,Product_18_3,sports,715.2984075157808,102.17681477832895,inactive,2024-04-18
30019,Product_19_3,clothing,660.1537107848153,59.39832577679573,pending,2024-03-25
30020,Product_20_3,sports,232.55953186514307,116.47293350259237,pending,2024-09-07
30021,Product_21_3,electronics,884.839177305133,222.95101001509377,pending,2024-06-18
30022,Product_22_3,sports,285.8641149074881,319.1878578804622,archived,2024-10-16
30023,Product_23_3,books,415.26056375212437,428.65513606466175,pending,2024-08-11
30024,Product_24_3,electronics,48.666450583773226,437.67659491045134,inactive,2024-12-23
30025,Product_25_3,books,217.49355799220177,123.45299110018534,pending,2024-08-28
30026,Product_26_3,clothing,537.1012783203746,202.9176515591782,archived,2024-09-10
30027,Product_27_3,books,195.72935683014424,141.04400555571436,pending,2024-07-17
30028,Product_28_3,clothing,60.85899511295326,107.31038672085563,active,2024-10-06
30029,Product_29_3,clothing,758.3135362471211,308.0414185061652,archived,2024-10-28
30030,Product_30_3,home,849.9338002794066,159.81957753459702,archived,2024-08-08
30031,Product_31_3,books,718.72940479614,208.50797934155568,pending,2024-12-18
30032,Product_32_3,books,507.9547934054354,94.96741904905494,archived,2024-03-14
30033,Product_33_3,books,53.59148101128771,338.7124964187583,archived,2024-09-20
30034,Product_34_3,electronics,800.9075162411178,229.8698260408285,active,2024-10-03
30035,Product_35_3,books,970.058332249366,361.8565545204137,active,2024-11-24
30036,Product_36_3,books,920.0973587106815,31.850921153929942,active,2024-04-17
30037,Product_37_3,sports,137.85853698063363,280.4242288488905,archived,2024-01-03
30038,Product_38_3,sports,313.7094470706913,63.08517635368946,inactive,2024-08-26
30039,Product_39_3,books,47.66931368392012,217.7339746294429,active,2024-12-14
30040,Product_40_3,sports,680.0954251867593,350.1521804314383,pending,2024-02-28
30041,Product_41_3,clothing,811.9551105759483,397.16744394580815,archived,2024-12-19
30042,Product_42_3,sports,354.66350359333796,349.03446086683476,active,2024-03-12
30043,Product_43_3,electronics,714.7430832777637,148.87485734200752,active,2024-04-19
30044,Product_44_3,clothing,267.67044458387153,22.979696512718927,active,2024-07-28
30045,Product_45_3,sports,839.3109469102194,431.12935496243415,archived,2024-04-08
30046,Product_46_3,electronics,559.0411761836393,331.30791515434186,inactive,2024-01-09
30047,Product_47_3,clothing,999.1826094512917,269.72263978385854,active,2024-02-10
30048,Product_48_3,books,938.8453436922993,94.71127834108312,pending,2024-04-19
30049,Product_49_3,sports,602.0252130874455,124.6217630558668,inactive,2024-04-22
30050,Product_50_3,sports,970.2764387215877,492.55018677612657,active,2024-12-27
30051,Product_51_3,electronics,19.162726574561,356.2365588760191,archived,2024-06-20
30052,Product_52_3,electronics,560.8306208683117,386.2719272125182,pending,2024-04-11
30053,Product_53_3,sports,200.1207247549806,26.14272575123531,pending,2024-04-12
30054,Product_54_3,sports,839.7534543294257,438.48008296574534,pending,2024-09-04
30055,Product_55_3,books,228.92591466066742,488.39880656186864,inactive,2024-05-11
30056,Product_56_3,electronics,786.7482541442123,180.5701342534688,inactive,2024-11-14
30057,Product_57_3,clothing,932.4179839023053,422.32748443410986,active,2024-08-01
30058,Product_58_3,books,883.0524409184933,91.43989946919838,active,2024-11-19
30059,Product_59_3,sports,771.8374956493503,250.90194145024088,inactive,2024-04-17
30060,Product_60_3,clothing,400.27592282894904,211.5700164932731,active,2024-04-03
30061,Product_61_3,books,663.5351978328758,471.4278708942189,pending,2024-03-27
30062,Product_62_3,home,13.485315686387658,241.85799266219655,archived,2024-03-25
30063,Product_63_3,home,432.91840759744605,298.5444666316053,pending,2024-12-07
30064,Product_64_3,home,214.33891824982308,438.9976378021843,inactive,2024-01-05
30065,Product_65_3,clothing,428.52190928578875,409.48250647789223,archived,2024-06-02
30066,Product_66_3,home,500.10809433507615,245.14961559311854,inactive,2024-09-15
30067,Product_67_3,home,742.0965674502362,277.7527363785995,pending,2024-09-19
30068,Product_68_3,home,609.0239765309404,347.1632733694678,pending,2024-12-27
30069,Product_69_3,clothing,897.4770351794675,350.81923793775525,archived,2024-09-13
30070,Product_70_3,sports,823.3684334103615,248.14548765781194,pending,2024-05-22
30071,Product_71_3,sports,497.3720638054457,493.49016743844555,inactive,2024-01-18
30072,Product_72_3,sports,682.0711453049694,58.70553389656148,pending,2024-04-05
30073,Product_73_3,clothing,791.9995183084415,267.09329139847597,inactive,2024-02-06
30074,Product_74_3,clothing,747.5478160827334,400.84190506275974,inactive,2024-01-10
30075,Product_75_3,books,607.4152585164369,392.22371703553097,pending,2024-02-07
30076,Product_76_3,sports,298.3744320388282,347.32997833203825,active,2024-08-01
30077,Product_77_3,clothing,3.487488566489043,150.2763918275938,inactive,2024-09-25
30078,Product_78_3,home,107.22520158566351,490.71592658773403,inactive,2024-03-10
30079,Product_79_3,sports,612.4755052220413,363.76341544150563,inactive,2024-01-05
30080,Product_80_3,home,312.1854274545213,221.19870743521827,inactive,2024-09-22
30081,Product_81_3,clothing,724.500399590631,489.89581640876753,archived,2024-12-13
30082,Product_82_3,books,899.2722076765256,294.0916499729805,inactive,2024-07-25
30083,Product_83_3,sports,921.4317140402786,55.42611893486521,archived,2024-02-17
30084,Product_84_3,home,48.77514684352999,179.70495699115278,pending,2024-01-19
30085,Product_85_3,home,934.1616503437024,168.73171372652473,archived,2024-04-10
30086,Product_86_3,electronics,804.6117313602733,74.63408848917854,pending,2024-02-03
30087,Product_87_3,home,130.53902869532973,252.89108942883178,active,2024-01-13
30088,Product_88_3,home,429.8876940299166,64.40217583029256,pending,2024-05-13
30089,Product_89_3,home,751.8340351651706,344.1766095994867,active,2024-05-10
30090,Product_90_3,clothing,90.71428190337537,29.47960934009222,active,2024-12-07
30091,Product_91_3,books,880.1996547994934,90.05867705987045,archived,2024-01-17
30092,Product_92_3,clothing,612.7068517495694,201.9656394537916,archived,2024-10-10
30093,Product_93_3,electronics,330.331541026872,388.9557787712334,archived,2024-04-01
30094,Product_94_3,sports,266.5936135180303,278.44910323853253,archived,2024-08-08
30095,Product_95_3,home,231.14194393708797,219.38590314534167,pending,2024-11-03
30096,Product_96_3,home,921.8785062344072,447.97610163168196,archived,2024-11-22
30097,Product_97_3,clothing,161.83617169877007,410.87764317359955,pending,2024-09-04
30098,Product_98_3,electronics,926.9189903480142,127.76823453315066,active,2024-07-17
30099,Product_99_3,electronics,154.22423175880317,438.2333306515072,inactive,2024-02-22
30100,Product_100_3,home,558.1612876181683,47.85957835000853,inactive,2024-01-22
30101,Product_101_3,home,129.2213083642165,36.81031362634947,active,2024-09-12
30102,Product_102_3,electronics,12.758359880888205,56.824695533368384,inactive,2024-11-04
30103,Product_103_3,books,545.7115113093666,238.53703966607569,active,2024-03-20
30104,Product_104_3,home,584.5153649214639,339.4233155004016,active,2024-04-28
30105,Product_105_3,books,245.5709518772246,395.35279231858135,active,2024-05-01
30106,Product_106_3,electronics,776.3636155557002,355.8483514118802,pending,2024-01-16
30107,Product_107_3,sports,375.3898769618632,185.54165439543587,active,2024-03-22
30108,Product_108_3,home,239.02498703698308,470.22941080272466,archived,2024-09-22
30109,Product_109_3,clothing,874.9360131284184,415.88444646239185,inactive,2024-03-15
30110,Product_110_3,sports,17.726642924893994,415.328968202471,inactive,2024-05-10
30111,Product_111_3,clothing,260.0564866620326,303.3617670882005,inactive,2024-01-06
30112,Product_112_3,sports,953.0814551059229,87.38428776312841,active,2024-02-01
30113,Product_113_3,clothing,691.8355958272509,52.30460752386551,pending,2024-12-11
30114,Product_114_3,electronics,221.4355486682086,187.8129675346731,active,2024-07-07
30115,Product_115_3,sports,153.28445129531315,247.1795417244342,pending,2024-11-08
30116,Product_116_3,clothing,260.6218152600393,130.22143314972965,pending,2024-05-23
30117,Product_117_3,clothing,200.05726560287212,472.6976149162701,pending,2024-06-25
30118,Product_118_3,books,830.7392069985236,364.5889458729373,active,2024-12-14
30119,Product_119_3,books,41.44355348870308,426.95261933904237,active,2024-03-24
30120,Product_120_3,home,499.31622591970375,17.016143466158567,active,2024-11-02
30121,Product_121_3,electronics,454.62294131860085,252.58751953760512,pending,2024-03-08
30122,Product_122_3,books,502.07180387198576,19.318872965086797,pending,2024-06-28
30123,Product_123_3,clothing,129.65809351112026,483.4045320973156,archived,2024-12-14
30124,Product_124_3,home,349.76773016973874,254.8493950515499,inactive,2024-02-20
30125,Product_125_3,books,417.3994363622702,332.3129707842361,inactive,2024-01-18
30126,Product_126_3,clothing,144.94503376133238,58.98555693463593,pending,2024-11-06
30127,Product_127_3,electronics,284.1398476838823,238.87901896543593,archived,2024-03-14
30128,Product_128_3,clothing,754.5615326827777,485.60197522330435,archived,2024-10-17
30129,Product_129_3,electronics,149.30093605262778,367.2326992968874,pending,2024-05-27
30130,Product_130_3,clothing,828.5603182919132,143.54778850622404,inactive,2024-05-07
30131,Product_131_3,electronics,315.2854333691035,269.149856510185,inactive,2024-02-20
30132,Product_132_3,sports,583.0473200071966,453.9176286206233,active,2024-10-08
30133,Product_133_3,clothing,880.399553864191,226.34205957098735,inactive,2024-03-12
30134,Product_134_3,electronics,868.9041642067419,495.2972107117577,active,2024-11-07
30135,Product_135_3,sports,72.71161838628889,223.12544234634066,inactive,2024-01-02
30136,Product_136_3,sports,118.61644750838026,184.84822238173322,archived,2024-06-03
30137,Product_137_3,books,294.4915961170627,308.2942620955211,archived,2024-09-06
30138,Product_138_3,electronics,78.13513927571663,157.80668598376974,inactive,2024-01-25
30139,Product_139_3,electronics,540.0632203037638,284.40106912137463,pending,2024-05-28
30140,Product_140_3,sports,889.7658351594249,99.62473082385195,archived,2024-02-03
30141,Product_141_3,electronics,889.2377355977935,254.5796887392435,inactive,2024-07-21
30142,Product_142_3,sports,927.1339715996847,93.56745766850969,pending,2024-12-12
30143,Product_143_3,home,86.63944483046873,56.635060058912444,inactive,2024-04-13
30144,Product_144_3,sports,167.2009408755362,413.8866625759201,pending,2024-04-10
30145,Product_145_3,clothing,248.5357049362287,344.71635690290634,pending,2024-04-16
30146,Product_146_3,clothing,541.7450184457582,434.3957750685755,active,2024-06-26
30147,Product_147_3,sports,124.25994925830162,395.027017579047,archived,2024-07-27
30148,Product_148_3,books,610.6575308609866,124.51024239065822,pending,2024-07-22
30149,Product_149_3,home,455.11039426617424,424.3767979942219,active,2024-04-13
30150,Product_150_3,clothing,310.92311347530375,111.27769924014582,pending,2024-09-16
30151,Product_151_3,electronics,524.0050359504916,470.23494822095535,inactive,2024-12-24
30152,Product_152_3,books,485.0958174977988,329.1309083952339,active,2024-06-12
30153,Product_153_3,sports,512.676099356326,315.02412654877253,pending,2024-07-14
30154,Product_154_3,sports,58.36484935177812,338.9919291690961,archived,2024-08-22
30155,Product_155_3,electronics,815.9113925038986,248.32762642718927,pending,2024-11-27
30156,Product_156_3,clothing,246.36711186586768,310.76622930201785,archived,2024-09-07
30157,Product_157_3,books,829.6831829517246,349.29066258617297,inactive,2024-06-04
30158,Product_158_3,clothing,392.15572806172406,153.11572461209607,pending,2024-12-09
30159,Product_159_3,electronics,564.6872102799523,389.8345527765463,archived,2024-01-26
30160,Product_160_3,clothing,559.3251444352629,493.83174686146566,inactive,2024-09-08
30161,Product_161_3,sports,918.4843925650907,29.696981799376005,active,2024-01-20
30162,Product_162_3,books,488.306739487982,174.2064328402982,archived,2024-03-16
30163,Product_163_3,books,416.4605563688827,412.0814474226498,pending,2024-09-10
30164,Product_164_3,electronics,927.9781802882293,354.95983684160734,active,2024-09-09
30165,Product_165_3,electronics,325.52138387290637,357.3891926181629,inactive,2024-09-12
30166,Product_166_3,home,636.9884629372767,330.7396779542838,archived,2024-03-21
30167,Product_167_3,home,909.5781132405936,384.39455011795536,active,2024-01-21
30168,Product_168_3,electronics,54.92476245554211,220.41451571877704,inactive,2024-01-27
30169,Product_169_3,sports,807.1456526737666,267.25718835684506,active,2024-06-07
30170,Product_170_3,books,266.2469062491668,174.48495625014343,pending,2024-01-21
30171,Product_171_3,sports,788.0514529607881,345.99483151393997,active,2024-06-23
30172,Product_172_3,books,705.500742708417,65.84119127825687,archived,2024-04-15
30173,Product_173_3,home,446.63752874447266,163.34871841507004,active,2024-06-03
30174,Product_174_3,sports,107.19000002954326,326.55030585931866,active,2024-09-13
30175,Product_175_3,clothing,54.14620695623253,48.37924269248972,pending,2024-10-12
30176,Product_176_3,books,153.18020653007687,427.1467791973928,active,2024-09-27
30177,Product_177_3,clothing,560.3578424685804,415.545143833681,inactive,2024-05-15
30178,Product_178_3,electronics,380.05585374218924,304.25903803542417,inactive,2024-01-11
30179,Product_179_3,sports,712.0206114441271,11.607463262823007,inactive,2024-02-16
30180,Product_180_3,home,681.0531675152573,312.7462169711097,inactive,2024-04-26
30181,Product_181_3,sports,392.0087160108271,474.82321329180036,active,2024-08-06
30182,Product_182_3,sports,343.56403354676473,71.28689084245093,archived,2024-01-28
30183,Product_183_3,clothing,812.0491292745127,101.24050677416737,inactive,2024-09-05
30184,Product_184_3,clothing,813.3857347990898,129.06273919266243,active,2024-03-11
30185,Product_185_3,sports,489.5393387343335,283.73645486885727,archived,2024-03-06
30186,Product_186_3,clothing,443.13995565314195,124.20890621770002,active,2024-05-17
30187,Product_187_3,home,499.61701587429303,307.6194639289098,active,2024-05-19
30188,Product_188_3,home,535.098214352291,201.34911568040133,inactive,2024-10-03
30189,Product_189_3,home,626.2221578994904,417.9306657588719,pending,2024-08-09
30190,Product_190_3,electronics,902.8065829226582,384.5047099740803,pending,2024-05-01
30191,Product_191_3,books,917.3498518843119,77.9763656628804,active,2024-08-12
30192,Product_192_3,clothing,216.18400475916448,155.43573261637155,pending,2024-04-21
30193,Product_193_3,sports,773.0351769968527,359.667936673664,active,2024-04-27
30194,Product_194_3,books,836.2773573117806,253.0554960127378,active,2024-05-22
30195,Product_195_3,clothing,119.85586442894474,284.28415456003864,archived,2024-07-26
30196,Product_196_3,sports,137.21365548678156,121.05592796838066,active,2024-09-14
30197,Product_197_3,books,321.95826816876246,71.0223302422078,pending,2024-06-06
30198,Product_198_3,electronics,367.7337787346082,402.3520295350528,inactive,2024-07-26
30199,Product_199_3,clothing,578.86377801576,110.30335845704168,inactive,2024-11-17
30200,Product_200_3,clothing,457.2411314116277,240.38702920581756,pending,2024-10-28
30201,Product_201_3,home,350.73415103471814,448.069020958683,archived,2024-12-22
30202,Product_202_3,home,146.45011203164518,79.69796016190674,inactive,2024-10-15
30203,Product_203_3,clothing,596.7313882562433,273.46791459481125,inactive,2024-08-13
30204,Product_204_3,home,51.02934486335436,26.87897722349706,active,2024-07-23
30205,Product_205_3,clothing,395.8871940305885,280.82408327670527,archived,2024-05-26
30206,Product_206_3,sports,743.261784340163,241.07612209382964,archived,2024-09-01
30207,Product_207_3,clothing,222.93623265006514,29.63955503138842,active,2024-09-28
30208,Product_208_3,clothing,393.143220357484,279.18560944003167,active,2024-11-21
30209,Product_209_3,clothing,45.96460317648446,82.94620884748734,pending,2024-02-04
30210,Product_210_3,sports,751.2956148752087,35.45485514527729,pending,2024-12-28
30211,Product_211_3,electronics,837.7996218628717,323.4384164449422,pending,2024-10-26
30212,Product_212_3,books,879.9140769089736,235.1441830016438,inactive,2024-08-15
30213,Product_213_3,books,285.9341549512802,26.06445673542204,inactive,2024-01-03
30214,Product_214_3,sports,710.2806152559627,28.35182758945271,pending,2024-12-19
30215,Product_215_3,sports,968.627071716631,283.21474283666015,archived,2024-12-28
30216,Product_216_3,home,455.3208184261079,387.27607284118,archived,2024-07-07
30217,Product_217_3,sports,234.9579421930396,292.7060890937086,active,2024-01-13
30218,Product_218_3,home,13.60010484647211,153.3082605922755,inactive,2024-12-03
30219,Product_219_3,electronics,951.6355742396071,255.14563830178187,inactive,2024-04-15
30220,Product_220_3,books,512.7671017473995,436.76790675470204,archived,2024-03-21
30221,Product_221_3,clothing,114.59559898095317,445.8301410473686,pending,2024-03-20
30222,Product_222_3,home,644.2108550371796,314.8156036915374,inactive,2024-05-11
30223,Product_223_3,clothing,772.1345750467764,171.95366701045813,inactive,2024-05-16
30224,Product_224_3,books,796.4192841950207,385.5782929839853,inactive,2024-02-16
30225,Product_225_3,clothing,796.4441021844872,326.69532750446905,pending,2024-09-22
30226,Product_226_3,electronics,756.2324869614139,489.16934062112153,active,2024-02-16
30227,Product_227_3,electronics,164.95191208463564,386.1937214620388,archived,2024-08-20
30228,Product_228_3,sports,780.6977526555632,448.042245776973,pending,2024-01-16
30229,Product_229_3,clothing,162.07160719873858,227.6459228170551,inactive,2024-06-24
30230,Product_230_3,sports,805.4787278047279,64.17838395772233,active,2024-11-07
30231,Product_231_3,sports,896.0763659365194,119.83930408889994,pending,2024-02-25
30232,Product_232_3,electronics,29.121714622722585,450.4696068248281,archived,2024-07-02
30233,Product_233_3,home,809.5411359706346,324.58485244363305,pending,2024-06-03
30234,Product_234_3,books,59.70925465102593,294.5675056694526,archived,2024-09-19
30235,Product_235_3,books,358.1893941641091,138.36537004169747,inactive,2024-11-12
30236,Product_236_3,books,921.3554616307031,441.8274572717063,archived,2024-11-11
30237,Product_237_3,books,651.1663952216126,171.03277840259474,inactive,2024-02-10
30238,Product_238_3,clothing,657.3719027511141,10.962270045117696,inactive,2024-09-04
30239,Product_239_3,books,45.20598259837135,433.2306350255041,active,2024-04-28
30240,Product_240_3,clothing,123.18808171068437,122.23095075350793,archived,2024-07-27
30241,Product_241_3,books,917.2437502008418,297.74766583789597,active,2024-07-20
30242,Product_242_3,books,485.2517994189699,485.60810190500445,active,2024-09-09
30243,Product_243_3,clothing,280.88924182205324,495.4887217042645,active,2024-05-24
30244,Product_244_3,clothing,306.5644768075689,206.59890532675928,pending,2024-06-24
30245,Product_245_3,books,311.6894384746555,161.8425244716323,pending,2024-02-11
30246,Product_246_3,home,721.6142358571032,272.55239482789136,active,2024-05-27
30247,Product_247_3,clothing,845.563215320841,310.42762099090527,active,2024-11-15
30248,Product_248_3,home,720.9628978838165,335.29866977912184,archived,2024-03-21
30249,Product_249_3,clothing,287.6906578769156,107.14892421701677,inactive,2024-09-18
30250,Product_250_3,clothing,991.2530783500525,299.6331996590213,archived,2024-07-25
30251,Product_251_3,sports,270.31849150003535,312.07770430383243,pending,2024-08-19
30252,Product_252_3,electronics,159.8511278744146,179.9684908188281,pending,2024-05-23
30253,Product_253_3,books,70.88747346772676,280.87081860406096,archived,2024-10-23
30254,Product_254_3,books,717.3789497121791,277.7990782001782,active,2024-05-14
30255,Product_255_3,home,392.0831971943693,31.080930862404518,pending,2024-08-14
30256,Product_256_3,sports,4.617011746369242,206.38064217886043,pending,2024-12-06
30257,Product_257_3,electronics,915.922918078873,451.6909059142479,active,2024-09-03
30258,Product_258_3,home,75.87604225686323,56.62178079005808,pending,2024-07-06
30259,Product_259_3,home,49.91812087029308,462.7273555977667,archived,2024-02-07
30260,Product_260_3,home,522.0383054564425,439.4008045963348,active,2024-01-12
30261,Product_261_3,sports,663.7440831091061,421.62494784475285,pending,2024-08-22
30262,Product_262_3,sports,775.1146341332674,112.54472979430034,inactive,2024-05-27
30263,Product_263_3,electronics,61.09525137759653,225.02121213727148,archived,2024-06-02
30264,Product_264_3,electronics,156.1413702515382,410.61439680983364,inactive,2024-05-01
30265,Product_265_3,electronics,347.90314999965733,139.13519616727226,active,2024-01-04
30266,Product_266_3,sports,36.11216515815346,125.39831421764133,archived,2024-04-16
30267,Product_267_3,sports,824.7691493630739,372.6689486922842,inactive,2024-02-11
30268,Product_268_3,home,557.7194503184929,239.91172275434351,inactive,2024-09-12
30269,Product_269_3,sports,872.3675085975574,99.8754606347641,archived,2024-02-27
30270,Product_270_3,sports,85.15781762296766,490.95305279746884,pending,2024-11-13
30271,Product_271_3,books,471.19970115278005,144.87180170520998,inactive,2024-07-20
30272,Product_272_3,clothing,532.0640862228756,488.9288375184321,archived,2024-05-28
30273,Product_273_3,electronics,963.6743803483391,393.8264010633469,archived,2024-12-28
30274,Product_274_3,home,104.4439023403343,20.130347793724177,active,2024-08-01
30275,Product_275_3,electronics,694.9691992988269,105.94014873595685,archived,2024-08-25
30276,Product_276_3,books,590.782963103895,226.3894622439006,active,2024-04-03
30277,Product_277_3,books,917.9692332266809,57.85153994048686,archived,2024-07-15
30278,Product_278_3,sports,33.676982199396186,272.1826373067836,active,2024-09-08
