id,name,category,value,price,status,created_at
0,Product_0_0,sports,936.7420835676656,317.4397985802611,active,2024-01-09
1,Product_1_0,sports,756.4635404643677,417.5637727822096,pending,2024-12-12
2,Product_2_0,clothing,661.4456729107991,90.12749630866051,pending,2024-03-24
3,Product_3_0,home,82.63451290948491,183.71779223261444,archived,2024-06-23
4,Product_4_0,clothing,918.9000868919725,252.8768750545592,pending,2024-01-08
5,Product_5_0,books,962.9443544648032,398.9989427883554,archived,2024-10-24
6,Product_6_0,electronics,653.4214928255144,205.04506711467508,active,2024-03-09
7,Product_7_0,home,151.86766658041773,384.8222206047228,pending,2024-02-15
8,Product_8_0,electronics,501.1373156007327,229.90808557443916,archived,2024-03-06
9,Product_9_0,clothing,938.2763741076399,407.7386933225597,archived,2024-04-10
10,Product_10_0,sports,322.60640935668283,292.6744405166389,active,2024-10-02
11,Product_11_0,home,709.5074001778776,414.0370728439825,pending,2024-08-13
12,Product_12_0,sports,701.7244157736104,489.1514851395883,active,2024-10-01
13,Product_13_0,books,90.79955082618507,266.5473622283449,active,2024-07-15
14,Product_14_0,clothing,100.96212748300553,480.67866972583613,archived,2024-04-16
15,Product_15_0,home,868.8437941364768,253.6018172264953,active,2024-01-26
16,Product_16_0,clothing,494.6871096260019,363.9498682610181,archived,2024-12-14
17,Product_17_0,sports,12.361553358283086,153.31542413372338,active,2024-06-21
18,Product_18_0,books,38.0424737881978,191.13687756354153,inactive,2024-12-17
19,Product_19_0,clothing,118.05800183498886,160.79026681999426,active,2024-05-01
20,Product_20_0,sports,708.8566395033885,220.10620708250465,pending,2024-04-20
21,Product_21_0,clothing,927.2510398850158,456.2716254017075,active,2024-10-21
22,Product_22_0,sports,990.5773566226361,200.593141319269,archived,2024-05-02
23,Product_23_0,books,711.8592418056079,156.07562799453805,archived,2024-06-01
24,Product_24_0,sports,761.6957266617912,472.42852398165456,archived,2024-09-11
25,Product_25_0,books,816.205391506922,111.2517417788413,pending,2024-03-23
26,Product_26_0,books,547.6393197195634,88.75944210902875,inactive,2024-06-06
27,Product_27_0,clothing,9.659634636946743,398.1148003829921,pending,2024-04-05
28,Product_28_0,electronics,968.9669987395433,363.3225117800819,inactive,2024-05-08
29,Product_29_0,clothing,731.6440524496819,238.4743334019403,pending,2024-03-07
30,Product_30_0,books,486.5278062450007,309.2433385792307,active,2024-08-18
31,Product_31_0,books,9.753665443447881,314.3616294627307,active,2024-03-12
32,Product_32_0,books,172.16927571410008,320.1358442768572,archived,2024-02-18
33,Product_33_0,sports,620.7102749438415,189.13011909717756,inactive,2024-07-25
34,Product_34_0,electronics,705.7259726565325,101.77285781536214,inactive,2024-06-22
35,Product_35_0,sports,258.53267398578646,392.5743421668452,pending,2024-03-20
36,Product_36_0,books,291.83790968591813,320.68570707402694,active,2024-09-08
37,Product_37_0,electronics,589.5481350781878,345.93353242105155,active,2024-03-16
38,Product_38_0,clothing,873.479276025469,439.1276210538504,inactive,2024-07-04
39,Product_39_0,books,407.2795808582238,147.9806912915456,inactive,2024-06-19
40,Product_40_0,home,396.1069173904897,256.02124051826615,pending,2024-11-04
41,Product_41_0,sports,722.8030703659912,122.67284452457419,active,2024-12-04
42,Product_42_0,electronics,518.995035741833,170.8533959981376,inactive,2024-01-07
43,Product_43_0,books,598.4709436617105,19.969869370210972,pending,2024-06-10
44,Product_44_0,clothing,382.52573664482725,432.50345907331865,inactive,2024-12-24
45,Product_45_0,sports,598.3176733184489,479.8433449428629,active,2024-07-09
46,Product_46_0,clothing,40.12236918641666,273.2540785934724,archived,2024-08-03
47,Product_47_0,home,176.83984407210824,475.8404080535993,active,2024-11-13
48,Product_48_0,home,651.1043124327858,28.042034920430552,archived,2024-09-01
49,Product_49_0,books,952.6181101117097,20.289480518891327,active,2024-07-07
50,Product_50_0,books,810.4275834775153,354.3327510226279,pending,2024-10-03
51,Product_51_0,electronics,369.9356459002934,198.33547421570506,pending,2024-09-17
52,Product_52_0,electronics,152.5447350576461,324.13913140820966,inactive,2024-09-08
53,Product_53_0,electronics,433.9208760844166,183.1784781583749,inactive,2024-10-13
54,Product_54_0,clothing,641.1803545656744,493.7760499646453,inactive,2024-10-04
55,Product_55_0,sports,402.3003036468743,89.7396970275048,inactive,2024-11-21
56,Product_56_0,sports,596.2624515677932,486.140066623247,inactive,2024-09-07
57,Product_57_0,sports,914.4984231233508,39.24576468864667,active,2024-06-15
58,Product_58_0,electronics,3.6993471121094323,39.56359339142762,active,2024-07-27
59,Product_59_0,sports,863.0238972672807,242.48215870200178,pending,2024-08-19
60,Product_60_0,sports,953.3491965574442,360.2758107213769,archived,2024-07-18
61,Product_61_0,sports,592.304326910906,385.99251772383025,active,2024-11-07
62,Product_62_0,clothing,356.8337071911103,93.57134449418777,pending,2024-05-14
63,Product_63_0,electronics,151.38673811917283,103.11349663086645,active,2024-01-26
64,Product_64_0,home,766.2901761186415,268.61537203981925,archived,2024-11-15
65,Product_65_0,sports,586.833388500832,446.9761594225525,active,2024-11-13
66,Product_66_0,books,832.5743334768964,252.94041831174204,archived,2024-12-03
67,Product_67_0,clothing,77.54860687034531,216.3064799234403,pending,2024-12-14
68,Product_68_0,sports,617.6075553322048,44.15201355616585,archived,2024-12-12
69,Product_69_0,clothing,511.2812826752366,96.24826181219156,inactive,2024-05-02
70,Product_70_0,clothing,176.37040160035198,342.1304006854871,inactive,2024-08-12
71,Product_71_0,books,40.0440388763678,372.6599647717726,inactive,2024-12-28
72,Product_72_0,sports,465.35245925569745,211.60372577575995,pending,2024-09-16
73,Product_73_0,clothing,232.0142254436506,265.07841378255546,archived,2024-07-17
74,Product_74_0,clothing,181.27909262310425,411.6622938490153,archived,2024-01-20
75,Product_75_0,electronics,736.6177499262702,95.32773086287568,pending,2024-07-09
76,Product_76_0,electronics,837.9975974435613,447.90093650845085,active,2024-05-04
77,Product_77_0,clothing,479.45098744521516,178.99636573430814,inactive,2024-02-12
78,Product_78_0,electronics,725.881105073354,493.4049593351053,active,2024-05-10
79,Product_79_0,books,775.4132666259982,424.5042527373642,archived,2024-09-14
80,Product_80_0,clothing,265.4154361141261,326.6485432193051,pending,2024-08-02
81,Product_81_0,electronics,365.3227537874296,459.93336329143847,archived,2024-10-03
82,Product_82_0,books,531.5408271026625,446.5147178455942,inactive,2024-12-19
83,Product_83_0,clothing,373.1769067552321,378.48038645076616,active,2024-02-27
84,Product_84_0,clothing,198.0965910349713,135.12969688208415,active,2024-06-12
85,Product_85_0,clothing,299.96356203519656,220.92591099332162,inactive,2024-05-08
86,Product_86_0,electronics,671.8588726267463,497.4617382557379,active,2024-10-10
87,Product_87_0,sports,85.34948778181054,370.2859284754311,inactive,2024-05-23
88,Product_88_0,clothing,734.1280236902685,275.733257698552,active,2024-10-10
89,Product_89_0,home,953.8225947144937,260.2519418924726,inactive,2024-04-23
90,Product_90_0,books,585.816552058043,314.17520139806896,archived,2024-02-10
91,Product_91_0,books,537.0443384193115,25.824709384801196,active,2024-07-13
92,Product_92_0,home,283.6604663081084,355.7744935519158,archived,2024-12-02
93,Product_93_0,clothing,258.54552639550576,353.0721239206013,pending,2024-04-28
94,Product_94_0,electronics,68.83599749687258,216.60562931185402,inactive,2024-02-21
95,Product_95_0,electronics,975.5278897018408,226.30389535643707,archived,2024-11-24
96,Product_96_0,clothing,609.6127302718104,489.21186465834734,active,2024-09-01
97,Product_97_0,sports,712.8146938191056,43.46859926592283,pending,2024-05-26
98,Product_98_0,home,68.96532141622681,109.38988076153265,archived,2024-07-06
99,Product_99_0,sports,881.119248054554,335.4328387221646,inactive,2024-02-16
100,Product_100_0,books,43.79705076825212,418.09090300690514,pending,2024-05-16
101,Product_101_0,sports,310.7536215360646,285.0061261597951,archived,2024-08-24
102,Product_102_0,books,701.6851816919408,285.9052375659871,active,2024-03-03
103,Product_103_0,books,508.2169107708907,376.9405410988685,active,2024-09-26
104,Product_104_0,books,558.6956837608082,28.634492555900373,archived,2024-06-18
105,Product_105_0,books,691.0754090774909,310.96240917515325,inactive,2024-03-21
106,Product_106_0,books,128.59893703504667,286.85395156933737,archived,2024-10-10
107,Product_107_0,clothing,48.24200230983104,175.93292648825053,archived,2024-08-20
108,Product_108_0,sports,619.2111451825374,203.60505740444484,inactive,2024-09-14
109,Product_109_0,clothing,307.8671041085615,24.27937618464906,archived,2024-11-06
110,Product_110_0,books,445.15486914143,154.860196091799,inactive,2024-07-08
111,Product_111_0,home,834.8434001164853,81.91158817889483,active,2024-05-26
112,Product_112_0,books,424.17509409834156,325.8888161964069,active,2024-04-09
113,Product_113_0,books,846.7114863833292,467.1552610556301,pending,2024-02-09
114,Product_114_0,electronics,283.601153318087,418.2026224135824,archived,2024-07-23
115,Product_115_0,clothing,653.4346794334249,222.0983335709097,archived,2024-02-06
116,Product_116_0,sports,583.7123167339538,59.155230551957665,inactive,2024-11-13
117,Product_117_0,clothing,316.8576722479946,30.648611358295195,pending,2024-02-19
118,Product_118_0,home,315.86349204191566,119.27857628610643,active,2024-05-19
119,Product_119_0,electronics,487.315584708149,359.86594068546833,active,2024-12-13
120,Product_120_0,clothing,2.706698010081445,148.05931274084034,inactive,2024-07-02
121,Product_121_0,electronics,205.90132893026004,116.1161656858891,pending,2024-01-11
122,Product_122_0,sports,14.783879806785253,310.5067569834166,inactive,2024-11-19
123,Product_123_0,clothing,88.78995225313726,441.9424019272024,archived,2024-09-20
124,Product_124_0,books,462.85405850303397,19.76395162976629,active,2024-08-22
125,Product_125_0,books,274.3683340685503,145.5618069150587,pending,2024-04-16
126,Product_126_0,books,808.9208538852458,51.81865691823226,pending,2024-03-22
127,Product_127_0,sports,233.3997403883336,291.5244820959354,archived,2024-06-18
128,Product_128_0,electronics,318.2982020147272,390.2287612350753,active,2024-02-10
129,Product_129_0,electronics,238.03468602797594,140.9474946416994,archived,2024-07-10
130,Product_130_0,home,166.25137049831912,229.29035809015744,archived,2024-12-04
131,Product_131_0,electronics,361.20161682439374,382.0252859267268,inactive,2024-01-01
132,Product_132_0,sports,774.0169720817905,390.4668994471837,pending,2024-01-27
133,Product_133_0,clothing,793.6836668132062,401.2592050624261,pending,2024-06-07
134,Product_134_0,electronics,317.0542107228191,151.66588098462051,inactive,2024-02-10
135,Product_135_0,sports,47.51728388254639,67.48243123136271,archived,2024-03-09
136,Product_136_0,home,860.885856429259,456.7266272098715,active,2024-03-24
137,Product_137_0,clothing,294.91770962972913,80.86912171118121,pending,2024-05-20
138,Product_138_0,home,8.057655917186437,186.06088597132748,inactive,2024-03-07
139,Product_139_0,books,874.2572003613008,37.4790174684457,inactive,2024-10-23
